match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,match_id
Sunrisers Hyderabad Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,4,Rajat Patidar,9,5,0,1,180.00,out,30
Sunrisers Hyderabad Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,3,Will Jacks,7,4,1,0,175.00,out,30
Sunrisers Hyderabad Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,2,Faf du Plessis (c),62,28,7,4,221.42,out,30
Sunrisers Hyderabad Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,1,Virat Kohli,42,20,6,2,210.00,out,30
Sunrisers Hyderabad Vs Royal Challengers Bengaluru,Sunrisers Hyderabad,5,Abdul Samad,37,10,4,3,370.00,not_out,30
Sunrisers Hyderabad Vs Royal Challengers Bengaluru,Sunrisers Hyderabad,4,Aiden Markram,32,17,2,2,188.23,not_out,30
Sunrisers Hyderabad Vs Royal Challengers Bengaluru,Sunrisers Hyderabad,3,Heinrich Klaasen ,67,31,2,7,216.12,out,30
Sunrisers Hyderabad Vs Royal Challengers Bengaluru,Sunrisers Hyderabad,2,Travis Head,102,41,9,8,248.78,out,30
Sunrisers Hyderabad Vs Royal Challengers Bengaluru,Sunrisers Hyderabad,1,Abhishek Sharma,34,22,2,2,154.54,out,30
Kolkata Knight Riders Vs Rajasthan Royals,Rajasthan Royals,10,Avesh Khan,0,0,0,0,-,not_out,31
Kolkata Knight Riders Vs Rajasthan Royals,Rajasthan Royals,9,Trent Boult,0,1,0,0,0.00,out,31
Kolkata Knight Riders Vs Rajasthan Royals,Rajasthan Royals,8,Rovman Powell,26,13,1,3,200.00,out,31
Kolkata Knight Riders Vs Rajasthan Royals,Rajasthan Royals,7,Shimron Hetmyer,0,1,0,0,0.00,out,31
Kolkata Knight Riders Vs Rajasthan Royals,Rajasthan Royals,6,Ravichandran Ashwin,8,11,1,0,72.72,out,31
Kolkata Knight Riders Vs Rajasthan Royals,Rajasthan Royals,5,Dhruv Jurel,2,4,0,0,50.00,out,31
Kolkata Knight Riders Vs Rajasthan Royals,Rajasthan Royals,4,Riyan Parag,34,14,4,2,242.85,out,31
Kolkata Knight Riders Vs Rajasthan Royals,Rajasthan Royals,3,Sanju Samson (c),12,8,2,0,150.00,out,31
Kolkata Knight Riders Vs Rajasthan Royals,Rajasthan Royals,2,Jos Buttler,107,60,9,6,178.33,not_out,31
Kolkata Knight Riders Vs Rajasthan Royals,Rajasthan Royals,1,Yashasvi Jaiswal,19,9,3,1,211.11,out,31
Kolkata Knight Riders Vs Rajasthan Royals,Kolkata Knight Riders,8,Ramandeep Singh,1,1,0,0,100.00,not_out,31
Kolkata Knight Riders Vs Rajasthan Royals,Kolkata Knight Riders,7,Venkatesh Iyer,8,6,1,0,133.33,out,31
Kolkata Knight Riders Vs Rajasthan Royals,Kolkata Knight Riders,6,Rinku Singh,20,9,1,2,222.22,not_out,31
Kolkata Knight Riders Vs Rajasthan Royals,Kolkata Knight Riders,5,Andre Russell,13,10,2,0,130.00,out,31
Kolkata Knight Riders Vs Rajasthan Royals,Kolkata Knight Riders,4,Shreyas Iyer (c),11,7,1,1,157.14,out,31
Kolkata Knight Riders Vs Rajasthan Royals,Kolkata Knight Riders,3,Angkrish Raghuvanshi,30,18,5,0,166.66,out,31
Kolkata Knight Riders Vs Rajasthan Royals,Kolkata Knight Riders,2,Sunil Narine,109,56,13,6,194.64,out,31
Kolkata Knight Riders Vs Rajasthan Royals,Kolkata Knight Riders,1,Phil Salt ,10,13,1,0,76.92,out,31
Gujarat Titans Vs Delhi Capitals,Delhi Capitals,6,Sumit Kumar,9,9,2,0,100.00,not_out,32
Gujarat Titans Vs Delhi Capitals,Delhi Capitals,5,Rishabh Pant (c),16,11,1,1,145.45,not_out,32
Gujarat Titans Vs Delhi Capitals,Delhi Capitals,4,Shai Hope,19,10,1,2,190.00,out,32
Gujarat Titans Vs Delhi Capitals,Delhi Capitals,3,Abishek Porel,15,7,2,1,214.28,out,32
Gujarat Titans Vs Delhi Capitals,Delhi Capitals,2,Jake Fraser-McGurk,20,10,2,2,200.00,out,32
Gujarat Titans Vs Delhi Capitals,Delhi Capitals,1,Prithvi Shaw,7,6,1,0,116.66,out,32
Gujarat Titans Vs Delhi Capitals,Gujarat Titans,11,Spencer Johnson,1,1,0,0,100.00,not_out,32
Gujarat Titans Vs Delhi Capitals,Gujarat Titans,10,Noor Ahmad,1,7,0,0,14.28,out,32
Gujarat Titans Vs Delhi Capitals,Gujarat Titans,9,Mohit Sharma,2,14,0,0,14.28,out,32
Gujarat Titans Vs Delhi Capitals,Gujarat Titans,8,Rashid Khan,31,24,2,1,129.16,out,32
Gujarat Titans Vs Delhi Capitals,Gujarat Titans,7,M Shahrukh Khan,0,1,0,0,0.00,out,32
Gujarat Titans Vs Delhi Capitals,Gujarat Titans,6,Rahul Tewatia,10,15,1,0,66.66,out,32
Gujarat Titans Vs Delhi Capitals,Gujarat Titans,5,Abhinav Manohar,8,14,1,0,57.14,out,32
Gujarat Titans Vs Delhi Capitals,Gujarat Titans,4,David Miller,2,6,0,0,33.33,out,32
Gujarat Titans Vs Delhi Capitals,Gujarat Titans,3,Sai Sudharsan,12,9,2,0,133.33,out,32
Gujarat Titans Vs Delhi Capitals,Gujarat Titans,2,Shubman Gill (c),8,6,2,0,133.33,out,32
Gujarat Titans Vs Delhi Capitals,Gujarat Titans,1,Wriddhiman Saha ,2,10,0,0,20.00,out,32
Mumbai Indians Vs Punjab Kings,Punjab Kings,11,Kagiso Rabada,8,3,0,1,266.66,out,33
Mumbai Indians Vs Punjab Kings,Punjab Kings,10,Harshal Patel,1,4,0,0,25.00,not_out,33
Mumbai Indians Vs Punjab Kings,Punjab Kings,9,Harpreet Brar,21,20,2,1,105.00,out,33
Mumbai Indians Vs Punjab Kings,Punjab Kings,8,Ashutosh Sharma,61,28,2,7,217.85,out,33
Mumbai Indians Vs Punjab Kings,Punjab Kings,7,Jitesh Sharma ,9,9,1,0,100.00,out,33
Mumbai Indians Vs Punjab Kings,Punjab Kings,6,Shashank Singh,41,25,2,3,164.00,out,33
Mumbai Indians Vs Punjab Kings,Punjab Kings,5,Harpreet Singh,13,15,2,0,86.66,out,33
Mumbai Indians Vs Punjab Kings,Punjab Kings,4,Liam Livingstone,1,2,0,0,50.00,out,33
Mumbai Indians Vs Punjab Kings,Punjab Kings,3,Rilee Rossouw,1,3,0,0,33.33,out,33
Mumbai Indians Vs Punjab Kings,Punjab Kings,2,Prabhsimran Singh,0,1,0,0,0.00,out,33
Mumbai Indians Vs Punjab Kings,Punjab Kings,1,Sam Curran (c),6,7,1,0,85.71,out,33
Mumbai Indians Vs Punjab Kings,Mumbai Indians,8,Mohammad Nabi,0,1,0,0,0.00,out,33
Mumbai Indians Vs Punjab Kings,Mumbai Indians,7,Romario Shepherd,1,2,0,0,50.00,out,33
Mumbai Indians Vs Punjab Kings,Mumbai Indians,6,Tim David,14,7,2,1,200.00,out,33
Mumbai Indians Vs Punjab Kings,Mumbai Indians,5,Hardik Pandya (c),10,6,0,1,166.66,out,33
Mumbai Indians Vs Punjab Kings,Mumbai Indians,4,Tilak Varma,34,18,2,2,188.88,not_out,33
Mumbai Indians Vs Punjab Kings,Mumbai Indians,3,Suryakumar Yadav,78,53,7,3,147.16,out,33
Mumbai Indians Vs Punjab Kings,Mumbai Indians,2,Rohit Sharma,36,25,2,3,144.00,out,33
Mumbai Indians Vs Punjab Kings,Mumbai Indians,1,Ishan Kishan ,8,8,1,0,100.00,out,33
Chennai Super Kings Vs Lucknow Super Giants,Lucknow Super Giants,4,Marcus Stoinis,8,7,1,0,114.28,not_out,34
Chennai Super Kings Vs Lucknow Super Giants,Lucknow Super Giants,3,Nicholas Pooran,23,12,3,1,191.66,not_out,34
Chennai Super Kings Vs Lucknow Super Giants,Lucknow Super Giants,2,KL Rahul (c),82,53,9,3,154.71,out,34
Chennai Super Kings Vs Lucknow Super Giants,Lucknow Super Giants,1,Quinton de Kock,54,43,5,1,125.58,out,34
Chennai Super Kings Vs Lucknow Super Giants,Chennai Super Kings,8,MS Dhoni ,28,9,3,2,311.11,not_out,34
Chennai Super Kings Vs Lucknow Super Giants,Chennai Super Kings,7,Moeen Ali,30,20,0,3,150.00,out,34
Chennai Super Kings Vs Lucknow Super Giants,Chennai Super Kings,6,Sameer Rizvi,1,5,0,0,20.00,out,34
Chennai Super Kings Vs Lucknow Super Giants,Chennai Super Kings,5,Shivam Dube,3,8,0,0,37.50,out,34
Chennai Super Kings Vs Lucknow Super Giants,Chennai Super Kings,4,Ravindra Jadeja,57,40,5,1,142.50,not_out,34
Chennai Super Kings Vs Lucknow Super Giants,Chennai Super Kings,3,Ruturaj Gaikwad (c),17,13,1,0,130.76,out,34
Chennai Super Kings Vs Lucknow Super Giants,Chennai Super Kings,2,Rachin Ravindra,0,1,0,0,0.00,out,34
Chennai Super Kings Vs Lucknow Super Giants,Chennai Super Kings,1,Ajinkya Rahane,36,24,5,1,150.00,out,34
Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,11,Mukesh Kumar,0,2,0,0,0.00,not_out,35
Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,10,Kuldeep Yadav,0,1,0,0,0.00,out,35
Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,9,Anrich Nortje,0,2,0,0,0.00,out,35
Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,8,Axar Patel,6,8,0,0,75.00,out,35
Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,7,Lalit Yadav,7,8,1,0,87.50,out,35
Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,6,Rishabh Pant (c),44,35,5,1,125.71,out,35
Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,5,Tristan Stubbs,10,11,0,0,90.90,out,35
Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,4,Abishek Porel,42,22,7,1,190.90,out,35
Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,3,Jake Fraser-McGurk,65,18,5,7,361.11,out,35
Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,2,David Warner,1,3,0,0,33.33,out,35
Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,1,Prithvi Shaw,16,5,4,0,320.00,out,35
Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,9,Washington Sundar,0,0,0,0,-,not_out,35
Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,8,Pat Cummins (c),1,1,0,0,100.00,out,35
Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,7,Abdul Samad,13,8,1,1,162.50,out,35
Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,6,Shahbaz Ahmed,59,29,2,5,203.44,not_out,35
Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,5,Nitish Kumar Reddy,37,27,2,2,137.03,out,35
Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,4,Heinrich Klaasen ,15,8,0,2,187.50,out,35
Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,3,Aiden Markram,1,3,0,0,33.33,out,35
Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,2,Abhishek Sharma,46,12,2,6,383.33,out,35
Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,1,Travis Head,89,32,11,6,278.12,out,35
Kolkata Knight Riders Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,11,Lockie Ferguson,1,1,0,0,100.00,out,10
Kolkata Knight Riders Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,10,Mohammed Siraj,0,0,0,0,-,not_out,10
Kolkata Knight Riders Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,9,Karn Sharma,20,7,0,3,285.71,out,10
Kolkata Knight Riders Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,8,Dinesh Karthik ,25,18,3,1,138.88,out,10
Kolkata Knight Riders Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,7,Mahipal Lomror,4,3,1,0,133.33,out,10
Kolkata Knight Riders Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,6,Suyash Prabhudessai,24,18,3,0,133.33,out,10
Kolkata Knight Riders Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,5,Cameron Green,6,4,0,1,150.00,out,10
Kolkata Knight Riders Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,4,Rajat Patidar,52,23,3,5,226.08,out,10
Kolkata Knight Riders Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,3,Will Jacks,55,32,4,5,171.87,out,10
Kolkata Knight Riders Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,2,Faf du Plessis (c),7,7,1,0,100.00,out,10
Kolkata Knight Riders Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,1,Virat Kohli,18,7,1,2,257.14,out,10
Kolkata Knight Riders Vs Royal Challengers Bengaluru,Kolkata Knight Riders,8,Ramandeep Singh,24,9,2,2,266.66,not_out,10
Kolkata Knight Riders Vs Royal Challengers Bengaluru,Kolkata Knight Riders,7,Andre Russell,27,20,4,0,135.00,not_out,10
Kolkata Knight Riders Vs Royal Challengers Bengaluru,Kolkata Knight Riders,6,Rinku Singh,24,16,2,1,150.00,out,10
Kolkata Knight Riders Vs Royal Challengers Bengaluru,Kolkata Knight Riders,5,Shreyas Iyer (c),50,36,7,1,138.88,out,10
Kolkata Knight Riders Vs Royal Challengers Bengaluru,Kolkata Knight Riders,4,Venkatesh Iyer,16,8,3,0,200.00,out,10
Kolkata Knight Riders Vs Royal Challengers Bengaluru,Kolkata Knight Riders,3,Angkrish Raghuvanshi,3,4,0,0,75.00,out,10
Kolkata Knight Riders Vs Royal Challengers Bengaluru,Kolkata Knight Riders,2,Sunil Narine,10,15,2,0,66.66,out,10
Kolkata Knight Riders Vs Royal Challengers Bengaluru,Kolkata Knight Riders,1,Phil Salt ,48,14,7,3,342.85,out,10
Punjab Kings Vs Gujarat Titans,Gujarat Titans,9,Sai Kishore,0,0,0,0,-,not_out,17
Punjab Kings Vs Gujarat Titans,Gujarat Titans,8,Rashid Khan,3,3,0,0,100.00,out,17
Punjab Kings Vs Gujarat Titans,Gujarat Titans,7,M Shahrukh Khan,8,4,0,1,200.00,out,17
Punjab Kings Vs Gujarat Titans,Gujarat Titans,6,Rahul Tewatia,36,18,7,0,200.00,not_out,17
Punjab Kings Vs Gujarat Titans,Gujarat Titans,5,Azmatullah Omarzai,13,10,0,1,130.00,out,17
Punjab Kings Vs Gujarat Titans,Gujarat Titans,4,David Miller,4,6,0,0,66.66,out,17
Punjab Kings Vs Gujarat Titans,Gujarat Titans,3,Sai Sudharsan,31,34,3,0,91.17,out,17
Punjab Kings Vs Gujarat Titans,Gujarat Titans,2,Shubman Gill (c),35,29,5,0,120.68,out,17
Punjab Kings Vs Gujarat Titans,Gujarat Titans,1,Wriddhiman Saha ,13,11,1,0,118.18,out,17
Punjab Kings Vs Gujarat Titans,Punjab Kings,11,Kagiso Rabada,1,1,0,0,100.00,not_out,17
Punjab Kings Vs Gujarat Titans,Punjab Kings,10,Harshal Patel,0,1,0,0,0.00,out,17
Punjab Kings Vs Gujarat Titans,Punjab Kings,9,Harpreet Brar,29,12,4,1,241.66,out,17
Punjab Kings Vs Gujarat Titans,Punjab Kings,8,Harpreet Singh,14,19,0,0,73.68,out,17
Punjab Kings Vs Gujarat Titans,Punjab Kings,7,Ashutosh Sharma,3,8,0,0,37.50,out,17
Punjab Kings Vs Gujarat Titans,Punjab Kings,6,Shashank Singh,8,12,0,0,66.66,out,17
Punjab Kings Vs Gujarat Titans,Punjab Kings,5,Liam Livingstone,6,9,1,0,66.66,out,17
Punjab Kings Vs Gujarat Titans,Punjab Kings,4,Jitesh Sharma ,13,12,0,1,108.33,out,17
Punjab Kings Vs Gujarat Titans,Punjab Kings,3,Rilee Rossouw,9,7,2,0,128.57,out,17
Punjab Kings Vs Gujarat Titans,Punjab Kings,2,Prabhsimran Singh,35,21,3,3,166.66,out,17
Punjab Kings Vs Gujarat Titans,Punjab Kings,1,Sam Curran (c),20,19,2,0,105.26,out,17
Mumbai Indians Vs Rajasthan Royals,Rajasthan Royals,3,Sanju Samson (c),38,28,2,2,135.71,not_out,14
Mumbai Indians Vs Rajasthan Royals,Rajasthan Royals,2,Jos Buttler,35,25,6,0,140.00,out,14
Mumbai Indians Vs Rajasthan Royals,Rajasthan Royals,1,Yashasvi Jaiswal,104,60,9,7,173.33,not_out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,11,Jasprit Bumrah,2,1,0,0,200.00,not_out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,10,Piyush Chawla,1,1,0,0,100.00,not_out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,9,Gerald Coetzee,0,1,0,0,0.00,out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,8,Tim David,3,5,0,0,60.00,out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,7,Hardik Pandya (c),10,10,1,0,100.00,out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,6,Nehal Wadhera,49,24,3,4,204.16,out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,5,Mohammad Nabi,23,17,2,1,135.29,out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,4,Tilak Varma,65,45,5,3,144.44,out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,3,Suryakumar Yadav,10,8,2,0,125.00,out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,2,Ishan Kishan ,0,3,0,0,0.00,out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,1,Rohit Sharma,6,5,1,0,120.00,out,14
Chennai Super Kings Vs Lucknow Super Giants,Lucknow Super Giants,6,Deepak Hooda,17,6,2,1,283.33,not_out,34
Chennai Super Kings Vs Lucknow Super Giants,Lucknow Super Giants,5,Nicholas Pooran,34,15,3,2,226.66,out,34
Chennai Super Kings Vs Lucknow Super Giants,Lucknow Super Giants,4,Devdutt Padikkal,13,19,0,0,68.42,out,34
Chennai Super Kings Vs Lucknow Super Giants,Lucknow Super Giants,3,Marcus Stoinis,124,63,13,6,196.82,not_out,34
Chennai Super Kings Vs Lucknow Super Giants,Lucknow Super Giants,2,KL Rahul (c),16,14,1,1,114.28,out,34
Chennai Super Kings Vs Lucknow Super Giants,Lucknow Super Giants,1,Quinton de Kock,0,3,0,0,0.00,out,34
Chennai Super Kings Vs Lucknow Super Giants,Chennai Super Kings,6,MS Dhoni ,4,1,1,0,400.00,not_out,34
Chennai Super Kings Vs Lucknow Super Giants,Chennai Super Kings,5,Shivam Dube,66,27,3,7,244.44,out,34
Chennai Super Kings Vs Lucknow Super Giants,Chennai Super Kings,4,Ravindra Jadeja,16,19,2,0,84.21,out,34
Chennai Super Kings Vs Lucknow Super Giants,Chennai Super Kings,3,Daryl Mitchell,11,10,1,0,110.00,out,34
Chennai Super Kings Vs Lucknow Super Giants,Chennai Super Kings,2,Ruturaj Gaikwad (c),108,60,12,3,180.00,not_out,34
Chennai Super Kings Vs Lucknow Super Giants,Chennai Super Kings,1,Ajinkya Rahane,1,3,0,0,33.33,out,34
Delhi Capitals Vs Gujarat Titans,Gujarat Titans,10,Mohit Sharma,0,0,0,0,-,not_out,32
Delhi Capitals Vs Gujarat Titans,Gujarat Titans,9,Sai Kishore,13,6,0,2,216.66,out,32
Delhi Capitals Vs Gujarat Titans,Gujarat Titans,8,Rashid Khan,21,11,3,1,190.90,not_out,32
Delhi Capitals Vs Gujarat Titans,Gujarat Titans,7,Rahul Tewatia,4,5,0,0,80.00,out,32
Delhi Capitals Vs Gujarat Titans,Gujarat Titans,6,M Shahrukh Khan,8,5,0,1,160.00,out,32
Delhi Capitals Vs Gujarat Titans,Gujarat Titans,5,David Miller,55,23,6,3,239.13,out,32
Delhi Capitals Vs Gujarat Titans,Gujarat Titans,4,Azmatullah Omarzai,1,2,0,0,50.00,out,32
Delhi Capitals Vs Gujarat Titans,Gujarat Titans,3,Sai Sudharsan,65,39,7,2,166.66,out,32
Delhi Capitals Vs Gujarat Titans,Gujarat Titans,2,Shubman Gill (c),6,5,1,0,120.00,out,32
Delhi Capitals Vs Gujarat Titans,Gujarat Titans,1,Wriddhiman Saha ,39,25,5,1,156.00,out,32
Delhi Capitals Vs Gujarat Titans,Delhi Capitals,6,Tristan Stubbs,26,7,3,2,371.42,not_out,32
Delhi Capitals Vs Gujarat Titans,Delhi Capitals,5,Rishabh Pant (c),88,43,5,8,204.65,not_out,32
Delhi Capitals Vs Gujarat Titans,Delhi Capitals,4,Shai Hope,5,6,1,0,83.33,out,32
Delhi Capitals Vs Gujarat Titans,Delhi Capitals,3,Axar Patel,66,43,5,4,153.48,out,32
Delhi Capitals Vs Gujarat Titans,Delhi Capitals,2,Jake Fraser-McGurk,23,14,2,2,164.28,out,32
Delhi Capitals Vs Gujarat Titans,Delhi Capitals,1,Prithvi Shaw,11,7,2,0,157.14,out,32
Royal Challengers Bengaluru Vs Sunrisers Hyderabad,Sunrisers Hyderabad,10,Jaydev Unadkat,8,10,1,0,80.00,not_out,30
Royal Challengers Bengaluru Vs Sunrisers Hyderabad,Sunrisers Hyderabad,9,Bhuvneshwar Kumar,13,13,3,0,100.00,out,30
Royal Challengers Bengaluru Vs Sunrisers Hyderabad,Sunrisers Hyderabad,8,Pat Cummins (c),31,15,1,3,206.66,out,30
Royal Challengers Bengaluru Vs Sunrisers Hyderabad,Sunrisers Hyderabad,7,Abdul Samad,10,6,0,1,166.66,out,30
Royal Challengers Bengaluru Vs Sunrisers Hyderabad,Sunrisers Hyderabad,6,Shahbaz Ahmed,40,37,1,1,108.10,not_out,30
Royal Challengers Bengaluru Vs Sunrisers Hyderabad,Sunrisers Hyderabad,5,Heinrich Klaasen ,7,3,0,1,233.33,out,30
Royal Challengers Bengaluru Vs Sunrisers Hyderabad,Sunrisers Hyderabad,4,Nitish Kumar Reddy,13,13,0,1,100.00,out,30
Royal Challengers Bengaluru Vs Sunrisers Hyderabad,Sunrisers Hyderabad,3,Aiden Markram,7,8,1,0,87.50,out,30
Royal Challengers Bengaluru Vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Travis Head,1,3,0,0,33.33,out,30
Royal Challengers Bengaluru Vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Abhishek Sharma,31,13,3,2,238.46,out,30
Royal Challengers Bengaluru Vs Sunrisers Hyderabad,Royal Challengers Bengaluru,8,Swapnil Singh,12,6,1,1,200.00,out,30
Royal Challengers Bengaluru Vs Sunrisers Hyderabad,Royal Challengers Bengaluru,7,Dinesh Karthik ,11,6,2,0,183.33,out,30
Royal Challengers Bengaluru Vs Sunrisers Hyderabad,Royal Challengers Bengaluru,6,Mahipal Lomror,7,4,1,0,175.00,out,30
Royal Challengers Bengaluru Vs Sunrisers Hyderabad,Royal Challengers Bengaluru,5,Cameron Green,37,20,5,0,185.00,not_out,30
Royal Challengers Bengaluru Vs Sunrisers Hyderabad,Royal Challengers Bengaluru,4,Rajat Patidar,50,20,2,5,250.00,out,30
Royal Challengers Bengaluru Vs Sunrisers Hyderabad,Royal Challengers Bengaluru,3,Will Jacks,6,9,0,0,66.66,out,30
Royal Challengers Bengaluru Vs Sunrisers Hyderabad,Royal Challengers Bengaluru,2,Faf du Plessis (c),25,12,3,1,208.33,out,30
Royal Challengers Bengaluru Vs Sunrisers Hyderabad,Royal Challengers Bengaluru,1,Virat Kohli,51,43,4,1,118.60,out,30
Kolkata Knight Riders Vs Punjab Kings,Punjab Kings,4,Shashank Singh,68,28,2,8,242.85,not_out,36
Kolkata Knight Riders Vs Punjab Kings,Punjab Kings,3,Rilee Rossouw,26,16,1,2,162.50,out,36
Kolkata Knight Riders Vs Punjab Kings,Punjab Kings,2,Jonny Bairstow,108,48,8,9,225.00,not_out,36
Kolkata Knight Riders Vs Punjab Kings,Punjab Kings,1,Prabhsimran Singh,54,20,4,5,270.00,out,36
Kolkata Knight Riders Vs Punjab Kings,Kolkata Knight Riders,7,Ramandeep Singh,6,3,0,1,200.00,not_out,36
Kolkata Knight Riders Vs Punjab Kings,Kolkata Knight Riders,6,Rinku Singh,5,4,1,0,125.00,out,36
Kolkata Knight Riders Vs Punjab Kings,Kolkata Knight Riders,5,Shreyas Iyer (c),28,10,1,3,280.00,out,36
Kolkata Knight Riders Vs Punjab Kings,Kolkata Knight Riders,4,Andre Russell,24,12,2,2,200.00,out,36
Kolkata Knight Riders Vs Punjab Kings,Kolkata Knight Riders,3,Venkatesh Iyer,39,23,3,2,169.56,out,36
Kolkata Knight Riders Vs Punjab Kings,Kolkata Knight Riders,2,Sunil Narine,71,32,9,4,221.87,out,36
Kolkata Knight Riders Vs Punjab Kings,Kolkata Knight Riders,1,Phil Salt ,75,37,6,6,202.70,out,36
Delhi Capitals Vs Mumbai Indians,Mumbai Indians,10,Luke Wood,9,3,0,1,300.00,not_out,20
Delhi Capitals Vs Mumbai Indians,Mumbai Indians,9,Piyush Chawla,10,4,1,1,250.00,out,20
Delhi Capitals Vs Mumbai Indians,Mumbai Indians,8,Mohammad Nabi,7,4,0,1,175.00,out,20
Delhi Capitals Vs Mumbai Indians,Mumbai Indians,7,Tim David,37,17,2,3,217.64,out,20
Delhi Capitals Vs Mumbai Indians,Mumbai Indians,6,Nehal Wadhera,4,2,1,0,200.00,out,20
Delhi Capitals Vs Mumbai Indians,Mumbai Indians,5,Hardik Pandya (c),46,24,4,3,191.66,out,20
Delhi Capitals Vs Mumbai Indians,Mumbai Indians,4,Tilak Varma,63,32,4,4,196.87,out,20
Delhi Capitals Vs Mumbai Indians,Mumbai Indians,3,Suryakumar Yadav,26,13,3,2,200.00,out,20
Delhi Capitals Vs Mumbai Indians,Mumbai Indians,2,Rohit Sharma,8,8,1,0,100.00,out,20
Delhi Capitals Vs Mumbai Indians,Mumbai Indians,1,Ishan Kishan ,20,14,4,0,142.85,out,20
Delhi Capitals Vs Mumbai Indians,Delhi Capitals,6,Axar Patel,11,6,0,1,183.33,not_out,20
Delhi Capitals Vs Mumbai Indians,Delhi Capitals,5,Tristan Stubbs,48,25,6,2,192.00,not_out,20
Delhi Capitals Vs Mumbai Indians,Delhi Capitals,4,Rishabh Pant (c),29,19,2,2,152.63,out,20
Delhi Capitals Vs Mumbai Indians,Delhi Capitals,3,Shai Hope,41,17,0,5,241.17,out,20
Delhi Capitals Vs Mumbai Indians,Delhi Capitals,2,Abishek Porel,36,27,3,1,133.33,out,20
Delhi Capitals Vs Mumbai Indians,Delhi Capitals,1,Jake Fraser-McGurk,84,27,11,6,311.11,out,20
Lucknow Super Giants Vs Rajasthan Royals,Rajasthan Royals,5,Dhruv Jurel,52,34,5,2,152.94,not_out,4
Lucknow Super Giants Vs Rajasthan Royals,Rajasthan Royals,4,Riyan Parag,14,11,0,1,127.27,out,4
Lucknow Super Giants Vs Rajasthan Royals,Rajasthan Royals,3,Sanju Samson (c),71,33,7,4,215.15,not_out,4
Lucknow Super Giants Vs Rajasthan Royals,Rajasthan Royals,2,Jos Buttler,34,18,4,1,188.88,out,4
Lucknow Super Giants Vs Rajasthan Royals,Rajasthan Royals,1,Yashasvi Jaiswal,24,18,3,1,133.33,out,4
Lucknow Super Giants Vs Rajasthan Royals,Lucknow Super Giants,7,Krunal Pandya,15,11,1,0,136.36,not_out,4
Lucknow Super Giants Vs Rajasthan Royals,Lucknow Super Giants,6,Ayush Badoni,18,13,1,0,138.46,not_out,4
